age,income,employment_length,debt,credit_history_length,num_credit_cards,num_loans,monthly_emi,payment_history,housing,purpose,job_type,existing_defaults,credit_risk
61,17830.0,23.0,15310.0,23,6,1,326.0,poor,rent,business,salaried,0,1
29,40037.0,10.0,6665.0,13,2,1,278.0,excellent,rent,education,unemployed,0,0
36,42772.0,33.0,21683.0,21,0,0,1668.0,average,own,car,student,0,1
65,62571.0,27.0,12964.0,22,4,4,295.0,good,own,home_renovation,salaried,0,0
30,44458.0,4.0,18403.0,29,0,4,484.0,poor,with_parents,education,salaried,0,1
27,49666.0,4.0,5076.0,4,1,4,104.0,good,own,car,unemployed,0,0
28,59275.0,20.0,14246.0,8,5,0,432.0,average,rent,business,salaried,0,0
62,67100.0,11.0,24074.0,20,7,2,573.0,good,rent,business,self_employed,0,0
35,42786.0,3.0,18092.0,10,0,2,341.0,excellent,rent,education,self_employed,0,0
56,46695.0,19.0,41132.0,4,6,3,1371.0,excellent,own,education,salaried,0,0
25,45180.0,37.0,33283.0,2,6,2,812.0,good,rent,business,unemployed,0,1
64,35233.0,24.0,23846.0,26,7,2,1084.0,average,rent,car,salaried,0,0
31,31156.0,13.0,15780.0,16,6,4,544.0,good,rent,home_renovation,student,0,0
58,8000.0,10.0,6112.0,1,3,1,235.0,average,own,personal,salaried,2,1
60,25620.0,31.0,8670.0,23,0,2,1239.0,excellent,own,education,self_employed,0,0
27,12985.0,10.0,8474.0,0,2,2,235.0,good,own,business,salaried,0,0
68,67594.0,17.0,60477.0,6,0,0,1234.0,excellent,own,car,salaried,1,1
45,48391.0,26.0,15361.0,29,5,3,404.0,average,own,education,salaried,1,0
20,42733.0,17.0,26619.0,13,6,0,761.0,poor,with_parents,car,self_employed,0,1
23,32085.0,22.0,24631.0,4,1,4,1449.0,good,rent,education,salaried,0,1
47,45536.0,10.0,37724.0,18,6,1,770.0,excellent,rent,business,unemployed,0,1
55,29736.0,20.0,19633.0,27,0,3,1155.0,excellent,rent,car,salaried,0,0
56,48132.0,4.0,14010.0,27,3,0,250.0,average,own,business,self_employed,1,1
37,49423.0,22.0,16178.0,10,4,2,300.0,good,with_parents,car,self_employed,0,0
26,29495.0,24.0,1995.0,22,0,2,35.0,average,own,education,salaried,0,0
66,29152.0,9.0,20312.0,24,0,3,700.0,excellent,own,personal,salaried,0,0
63,62320.0,21.0,5380.0,1,2,2,186.0,average,own,personal,salaried,0,0
19,44049.0,18.0,34576.0,7,3,0,2161.0,average,rent,home_renovation,salaried,0,1
40,30942.0,0.0,4668.0,8,5,0,259.0,good,rent,home_renovation,salaried,1,0
35,38331.0,6.0,7517.0,26,4,2,235.0,good,own,medical,self_employed,0,0
25,26809.0,3.0,12199.0,2,6,2,938.0,excellent,rent,business,salaried,0,0
43,43791.0,0.0,29655.0,1,1,4,1977.0,good,own,car,self_employed,0,1
63,59969.0,14.0,10084.0,6,0,1,776.0,average,own,home_renovation,student,0,1
22,44502.0,39.0,18872.0,4,5,3,755.0,good,rent,education,salaried,0,0
54,87545.0,11.0,40308.0,20,4,0,3101.0,average,rent,personal,self_employed,2,1
24,52584.0,21.0,12118.0,25,1,3,866.0,good,rent,car,salaried,0,0
49,49139.0,21.0,7284.0,4,5,4,607.0,excellent,rent,medical,unemployed,1,1
37,28651.0,16.0,21802.0,19,3,0,1147.0,good,rent,personal,salaried,0,0
62,40706.0,28.0,19421.0,12,3,4,589.0,good,rent,car,self_employed,0,0
57,30978.0,13.0,1928.0,20,4,4,275.0,good,rent,home_renovation,student,0,0
45,8000.0,19.0,5860.0,28,6,2,122.0,excellent,rent,home_renovation,salaried,0,0
28,62537.0,32.0,55262.0,19,7,3,4251.0,good,with_parents,business,self_employed,2,1
44,35794.0,14.0,20225.0,28,1,3,1124.0,excellent,with_parents,medical,salaried,0,0
37,31313.0,11.0,14972.0,5,3,2,576.0,excellent,own,car,salaried,0,0
57,48790.0,39.0,38869.0,19,7,3,747.0,good,rent,medical,self_employed,0,0
21,54225.0,,46614.0,17,4,2,1413.0,good,own,education,salaried,2,1
63,39226.0,29.0,27119.0,24,3,0,678.0,poor,own,medical,self_employed,0,1
31,44953.0,37.0,19268.0,1,3,4,688.0,good,rent,home_renovation,salaried,0,0
68,58431.0,2.0,32335.0,24,5,4,634.0,average,own,business,unemployed,0,1
46,38517.0,27.0,24874.0,25,7,3,1244.0,good,rent,home_renovation,salaried,0,0
38,50442.0,25.0,10852.0,5,5,1,1550.0,average,rent,personal,salaried,0,0
46,15134.0,29.0,6509.0,8,3,4,116.0,excellent,own,home_renovation,salaried,1,0
26,22656.0,12.0,17113.0,24,7,2,1007.0,poor,own,car,salaried,0,1
59,55900.0,12.0,33904.0,2,2,1,595.0,good,with_parents,business,salaried,0,0
57,21716.0,1.0,8676.0,0,7,1,212.0,average,own,car,salaried,0,0
19,49214.0,36.0,30210.0,0,5,4,3776.0,good,own,education,salaried,0,1
21,42354.0,37.0,6374.0,18,1,4,637.0,excellent,own,education,salaried,0,0
31,38440.0,1.0,15041.0,4,4,4,1880.0,average,rent,home_renovation,salaried,3,1
46,30088.0,35.0,21789.0,12,4,2,419.0,excellent,rent,business,salaried,1,0
67,61368.0,25.0,14571.0,18,6,1,607.0,good,rent,medical,salaried,1,0
43,76138.0,10.0,15842.0,11,1,3,2263.0,excellent,own,business,student,1,1
51,50403.0,7.0,43256.0,15,1,2,883.0,good,rent,business,salaried,0,0
56,50805.0,39.0,11605.0,24,1,0,276.0,poor,rent,business,salaried,0,0
24,32718.0,21.0,8892.0,24,6,4,151.0,good,own,home_renovation,salaried,0,0
62,23470.0,19.0,20517.0,18,1,1,933.0,average,rent,car,unemployed,0,1
63,44285.0,7.0,29870.0,2,0,2,1572.0,good,rent,home_renovation,salaried,0,0
50,27473.0,28.0,17711.0,11,6,0,537.0,good,rent,medical,self_employed,0,0
63,13093.0,39.0,10147.0,29,4,2,317.0,poor,own,car,salaried,0,0
65,59462.0,25.0,8827.0,4,0,2,150.0,average,own,medical,salaried,1,0
39,60339.0,29.0,39224.0,1,6,3,2615.0,average,own,personal,unemployed,0,1
34,29541.0,16.0,14125.0,21,3,3,1766.0,excellent,own,personal,salaried,2,1
39,49391.0,19.0,37279.0,6,3,2,909.0,good,rent,car,salaried,0,0
29,63035.0,15.0,30378.0,12,4,0,706.0,excellent,own,home_renovation,unemployed,0,1
55,48690.0,6.0,28104.0,24,3,1,937.0,good,rent,medical,self_employed,0,0
54,23523.0,15.0,10728.0,14,1,1,397.0,good,own,medical,unemployed,0,0
53,40808.0,26.0,18626.0,21,6,4,351.0,average,own,education,self_employed,0,0
37,68883.0,22.0,48409.0,2,0,4,1100.0,average,rent,medical,self_employed,0,1
38,49446.0,23.0,28890.0,27,1,1,556.0,good,own,home_renovation,unemployed,0,0
36,54704.0,8.0,32181.0,20,3,2,919.0,excellent,rent,education,salaried,0,0
65,51149.0,34.0,22134.0,19,5,2,851.0,average,own,home_renovation,self_employed,0,0
59,29601.0,19.0,14843.0,4,7,3,424.0,excellent,own,business,self_employed,0,0
67,33825.0,36.0,23132.0,23,0,3,701.0,good,rent,medical,salaried,0,0
32,51100.0,16.0,38430.0,7,1,4,1068.0,excellent,rent,business,salaried,0,0
33,59704.0,30.0,38335.0,21,6,1,673.0,good,own,personal,salaried,0,0
49,64798.0,7.0,54136.0,0,4,2,1746.0,poor,own,personal,self_employed,0,1
19,29554.0,14.0,22085.0,7,1,1,460.0,excellent,rent,car,salaried,0,0
21,52796.0,30.0,27854.0,23,5,0,1032.0,good,with_parents,medical,student,0,0
34,66367.0,29.0,41194.0,17,3,1,1584.0,good,rent,education,salaried,1,0
41,27233.0,19.0,22804.0,19,0,0,3801.0,poor,own,business,self_employed,0,1
29,71761.0,38.0,41355.0,27,4,3,985.0,average,with_parents,home_renovation,salaried,0,0
30,74501.0,11.0,55957.0,15,0,3,3109.0,excellent,own,medical,self_employed,0,0
28,92252.0,16.0,58625.0,17,4,4,2255.0,excellent,own,car,self_employed,0,0
50,49157.0,29.0,25520.0,19,7,1,500.0,good,rent,home_renovation,self_employed,0,0
34,49256.0,28.0,12588.0,11,6,1,899.0,good,own,business,unemployed,0,0
26,59886.0,18.0,24679.0,12,0,0,1122.0,average,own,medical,unemployed,0,0
56,59360.0,10.0,51796.0,12,3,3,996.0,excellent,own,business,salaried,0,0
30,65275.0,33.0,39759.0,9,6,0,1529.0,excellent,own,medical,salaried,0,0
42,59113.0,6.0,31314.0,6,6,3,870.0,average,rent,medical,self_employed,0,1
46,43091.0,33.0,36326.0,24,7,0,826.0,excellent,rent,business,salaried,0,0
26,66996.0,19.0,36750.0,13,4,3,623.0,average,own,business,salaried,0,0
46,25717.0,37.0,12786.0,29,2,0,474.0,excellent,rent,home_renovation,salaried,0,0
54,45105.0,23.0,31367.0,23,0,3,1845.0,excellent,with_parents,car,salaried,3,1
44,73147.0,9.0,47967.0,15,0,0,4361.0,poor,rent,business,salaried,2,1
26,22496.0,31.0,4818.0,14,1,1,83.0,good,own,personal,unemployed,0,0
68,32805.0,14.0,14782.0,11,4,4,704.0,average,with_parents,car,salaried,0,0
46,57091.0,36.0,25784.0,8,5,0,832.0,excellent,rent,personal,salaried,0,0
46,52090.0,19.0,19351.0,7,2,4,1935.0,good,own,home_renovation,salaried,0,0
55,29250.0,2.0,14324.0,17,3,1,1023.0,average,own,business,unemployed,1,1
59,37509.0,36.0,15046.0,22,1,1,295.0,good,own,car,student,2,0
54,23746.0,39.0,5211.0,17,7,3,116.0,average,rent,business,self_employed,0,0
45,62649.0,7.0,25092.0,12,2,4,1321.0,good,own,medical,salaried,0,0
35,40394.0,39.0,4501.0,27,4,2,92.0,good,rent,business,student,0,0
27,77259.0,22.0,41675.0,26,2,3,887.0,good,own,car,self_employed,0,0
51,46460.0,39.0,36035.0,17,7,4,1030.0,good,with_parents,business,unemployed,2,1
38,,10.0,27356.0,14,6,0,480.0,excellent,own,business,self_employed,1,0
31,39297.0,7.0,14003.0,3,0,0,246.0,good,with_parents,education,salaried,0,0
46,40604.0,28.0,5035.0,16,6,1,162.0,good,with_parents,education,salaried,0,0
66,46995.0,29.0,10425.0,4,0,2,180.0,good,own,car,salaried,0,0
47,90223.0,9.0,46345.0,21,1,0,927.0,average,own,car,salaried,0,0
31,38901.0,38.0,8792.0,15,7,4,259.0,good,own,medical,self_employed,1,0
64,39486.0,27.0,20232.0,8,4,4,843.0,poor,with_parents,medical,unemployed,0,1
53,46181.0,35.0,11400.0,9,4,0,219.0,excellent,rent,business,self_employed,0,0
24,64625.0,12.0,49864.0,23,2,4,3836.0,good,own,personal,salaried,0,0
36,19422.0,31.0,7530.0,17,1,4,269.0,average,own,car,salaried,1,0
69,53192.0,35.0,13762.0,16,4,1,237.0,good,own,business,salaried,0,0
23,30286.0,36.0,22426.0,17,5,2,477.0,good,with_parents,personal,salaried,1,0
65,54959.0,25.0,18764.0,6,5,1,469.0,excellent,rent,education,salaried,1,0
43,36112.0,21.0,5228.0,3,6,2,145.0,good,rent,medical,self_employed,2,0
20,,3.0,4279.0,25,0,4,74.0,excellent,own,car,salaried,0,0
28,51652.0,30.0,28116.0,4,2,2,703.0,poor,own,business,student,0,1
48,51501.0,17.0,33861.0,27,3,4,915.0,good,with_parents,education,salaried,0,0
68,34577.0,37.0,8789.0,22,7,4,879.0,average,own,home_renovation,unemployed,0,1
63,33510.0,23.0,14316.0,15,0,1,682.0,average,with_parents,education,salaried,0,0
23,21395.0,22.0,6205.0,2,1,1,282.0,good,own,business,salaried,0,0
51,58916.0,21.0,7000.0,25,4,3,189.0,good,own,medical,self_employed,0,0
19,60880.0,1.0,48407.0,17,0,0,1126.0,average,rent,personal,self_employed,1,1
36,29177.0,30.0,19535.0,28,3,3,528.0,average,with_parents,home_renovation,salaried,0,0
50,35281.0,10.0,10805.0,22,3,3,190.0,excellent,with_parents,home_renovation,salaried,0,0
65,43861.0,27.0,24539.0,20,5,2,982.0,good,own,medical,salaried,1,0
67,85876.0,31.0,18985.0,13,1,4,358.0,good,own,home_renovation,self_employed,1,0
29,54812.0,4.0,44217.0,14,0,4,6317.0,excellent,rent,car,student,1,1
39,28019.0,37.0,4138.0,16,2,4,166.0,good,rent,business,salaried,0,0
44,50468.0,9.0,2688.0,0,0,0,52.0,average,rent,home_renovation,salaried,2,1
43,20220.0,39.0,9639.0,24,5,2,419.0,good,own,education,student,0,0
40,57924.0,23.0,31607.0,20,6,2,5268.0,average,with_parents,personal,salaried,0,1
45,75160.0,34.0,40746.0,16,3,4,1198.0,good,rent,business,self_employed,0,0
67,75236.0,22.0,7248.0,22,1,3,213.0,good,rent,medical,salaried,0,0
31,58228.0,16.0,18455.0,24,1,0,769.0,excellent,rent,education,salaried,0,0
51,34499.0,0.0,16364.0,10,2,3,334.0,average,own,car,salaried,0,0
52,21584.0,30.0,5053.0,16,1,1,112.0,average,with_parents,home_renovation,salaried,0,0
59,19796.0,30.0,15673.0,25,5,2,1425.0,average,rent,education,salaried,0,1
53,8000.0,,992.0,13,5,2,20.0,excellent,rent,business,self_employed,0,0
19,57489.0,8.0,26691.0,28,5,3,607.0,excellent,with_parents,education,self_employed,2,1
39,43149.0,21.0,27516.0,19,1,0,500.0,excellent,rent,car,self_employed,0,0
66,61366.0,12.0,16722.0,29,1,2,283.0,good,rent,personal,self_employed,0,0
24,70705.0,24.0,41052.0,18,5,3,805.0,average,own,home_renovation,salaried,0,0
46,46798.0,17.0,35331.0,20,1,0,2718.0,excellent,own,business,salaried,2,1
35,47627.0,11.0,10087.0,6,7,3,348.0,average,own,home_renovation,unemployed,1,1
23,36642.0,39.0,30400.0,23,1,0,1216.0,good,own,home_renovation,salaried,0,0
49,38770.0,16.0,20181.0,12,7,4,342.0,average,own,medical,salaried,0,0
23,58112.0,14.0,17686.0,17,3,0,931.0,poor,own,home_renovation,salaried,0,0
56,41861.0,14.0,17424.0,22,0,1,1742.0,excellent,own,education,salaried,3,1
21,39258.0,14.0,12381.0,29,4,4,269.0,poor,own,education,salaried,1,0
41,44670.0,38.0,29766.0,13,7,3,661.0,excellent,own,personal,unemployed,1,0
55,60954.0,12.0,44305.0,0,7,4,1136.0,good,own,car,student,0,1
55,32532.0,16.0,24659.0,6,1,4,1174.0,average,rent,business,unemployed,0,1
28,43802.0,31.0,38892.0,7,4,3,778.0,poor,rent,education,student,1,1
28,49415.0,8.0,35707.0,17,6,3,2976.0,good,own,home_renovation,student,0,1
37,65884.0,39.0,36973.0,8,4,1,1761.0,good,rent,car,salaried,0,0
35,40693.0,19.0,13768.0,0,3,3,1147.0,average,rent,business,salaried,0,0
39,32079.0,25.0,16454.0,28,7,2,514.0,average,own,business,self_employed,2,1
32,36282.0,26.0,3081.0,21,1,2,162.0,excellent,rent,business,salaried,0,0
27,63955.0,20.0,43688.0,16,5,1,2299.0,average,with_parents,business,salaried,0,0
64,81599.0,17.0,35011.0,18,4,0,715.0,good,rent,personal,salaried,0,0
19,21352.0,12.0,1431.0,26,1,0,38.0,good,own,business,salaried,1,0
69,25285.0,15.0,2608.0,5,2,2,69.0,good,rent,car,salaried,0,0
63,41962.0,8.0,15918.0,2,6,3,325.0,good,own,education,salaried,0,0
31,46997.0,11.0,25656.0,23,5,1,1026.0,poor,rent,car,salaried,0,1
22,59165.0,37.0,26303.0,4,2,0,454.0,good,with_parents,home_renovation,unemployed,1,1
19,28960.0,18.0,16690.0,1,2,0,321.0,poor,rent,medical,salaried,3,1
67,25864.0,6.0,11852.0,19,4,4,289.0,excellent,with_parents,personal,unemployed,1,0
58,,34.0,29083.0,24,2,2,2424.0,average,own,personal,salaried,0,1
50,40349.0,17.0,9533.0,3,3,3,258.0,average,with_parents,home_renovation,salaried,2,1
52,61681.0,15.0,9000.0,9,3,1,170.0,average,rent,car,salaried,0,0
46,53772.0,38.0,29949.0,9,4,0,3744.0,good,own,car,salaried,0,0
49,54997.0,3.0,25408.0,23,1,4,577.0,good,rent,home_renovation,self_employed,0,0
26,43119.0,24.0,3141.0,20,0,2,92.0,average,own,medical,self_employed,0,0
57,87400.0,31.0,32636.0,10,1,2,1125.0,average,own,business,self_employed,1,1
44,29921.0,39.0,4195.0,26,1,1,155.0,excellent,rent,business,student,0,0
52,55995.0,12.0,28090.0,15,1,0,2554.0,average,own,education,salaried,0,1
21,22146.0,16.0,8557.0,25,1,1,161.0,good,rent,car,salaried,0,0
68,25678.0,36.0,14667.0,28,5,1,506.0,excellent,own,car,salaried,0,0
30,34068.0,5.0,25032.0,28,0,4,556.0,average,own,home_renovation,salaried,0,1
19,74328.0,18.0,22649.0,29,5,2,809.0,good,with_parents,home_renovation,salaried,0,0
62,49750.0,12.0,43172.0,16,2,3,732.0,average,own,business,salaried,0,0
23,34371.0,25.0,17367.0,15,6,2,404.0,excellent,rent,car,salaried,0,0
48,51740.0,13.0,29779.0,6,1,2,1985.0,excellent,rent,car,salaried,0,0
48,45633.0,30.0,28684.0,15,6,4,1366.0,good,rent,personal,salaried,1,0
35,36144.0,3.0,22291.0,2,3,3,1393.0,excellent,with_parents,education,self_employed,0,1
66,19861.0,38.0,9619.0,25,4,0,260.0,average,rent,education,self_employed,1,0
65,70894.0,7.0,29382.0,15,4,3,588.0,excellent,own,business,self_employed,2,0
41,48777.0,24.0,4669.0,7,5,0,424.0,good,rent,medical,self_employed,1,0
33,84127.0,12.0,5786.0,29,5,3,200.0,excellent,own,car,salaried,0,0
55,61926.0,31.0,21938.0,11,3,1,577.0,excellent,rent,personal,salaried,0,0
39,54924.0,37.0,18323.0,2,1,3,316.0,average,with_parents,car,salaried,3,1
32,37166.0,37.0,14106.0,16,6,4,252.0,excellent,rent,home_renovation,unemployed,0,0
20,25284.0,,4238.0,20,7,0,249.0,good,rent,business,self_employed,0,0
29,41081.0,29.0,27830.0,17,6,2,870.0,poor,rent,medical,salaried,0,1
69,24763.0,2.0,19276.0,10,0,4,448.0,average,rent,education,salaried,0,1
57,56703.0,27.0,48079.0,3,2,0,2090.0,average,with_parents,car,student,3,1
56,74388.0,2.0,34851.0,15,4,0,697.0,excellent,own,medical,salaried,0,0
52,40304.0,33.0,26026.0,16,2,2,592.0,excellent,own,business,unemployed,0,0
56,62001.0,15.0,48188.0,8,0,1,2677.0,average,own,education,salaried,0,1
68,32594.0,21.0,13218.0,5,5,4,228.0,average,rent,car,salaried,0,0
52,39556.0,31.0,12381.0,23,6,2,275.0,good,own,personal,self_employed,0,0
36,30331.0,37.0,25667.0,26,4,2,733.0,average,own,business,self_employed,0,1
48,8000.0,7.0,3907.0,19,2,1,67.0,good,own,car,self_employed,0,0
33,44342.0,7.0,20959.0,24,7,4,388.0,excellent,with_parents,education,salaried,0,0
45,,5.0,9541.0,1,5,2,207.0,average,rent,education,salaried,1,1
69,64185.0,13.0,9110.0,8,0,1,160.0,average,own,personal,self_employed,0,0
52,59318.0,31.0,45425.0,27,7,4,2524.0,good,own,business,salaried,0,0
56,59561.0,34.0,34070.0,20,2,3,874.0,average,own,business,salaried,0,0
51,27467.0,9.0,8980.0,28,7,0,219.0,good,own,medical,unemployed,0,0
42,53271.0,2.0,11345.0,5,6,1,324.0,excellent,own,car,salaried,1,0
33,73487.0,11.0,38373.0,2,1,0,1279.0,average,with_parents,medical,salaried,1,1
48,51838.0,30.0,28321.0,19,7,3,4046.0,average,with_parents,education,self_employed,0,1
60,77915.0,28.0,17604.0,5,5,2,429.0,good,own,education,student,0,0
69,81341.0,4.0,62933.0,6,0,2,2736.0,excellent,own,personal,salaried,0,0
35,40168.0,24.0,4885.0,0,2,4,488.0,excellent,own,personal,salaried,0,0
23,32455.0,,11446.0,22,6,1,477.0,average,own,business,unemployed,0,1
47,31294.0,20.0,19663.0,0,1,1,418.0,good,own,medical,unemployed,3,1
22,17710.0,19.0,5012.0,4,1,4,218.0,average,own,education,self_employed,0,0
28,35669.0,38.0,26877.0,5,0,0,726.0,poor,own,car,salaried,3,1
35,66738.0,21.0,45308.0,12,3,2,1743.0,average,rent,home_renovation,salaried,0,0
28,8000.0,3.0,5765.0,1,6,2,384.0,good,rent,car,self_employed,0,1
35,26326.0,12.0,3982.0,14,6,1,95.0,average,rent,personal,unemployed,0,1
38,42712.0,19.0,7238.0,14,4,1,134.0,good,own,car,unemployed,0,0
42,29211.0,12.0,8574.0,12,0,4,318.0,excellent,with_parents,education,salaried,0,0
23,35509.0,16.0,17412.0,25,1,3,967.0,excellent,with_parents,medical,salaried,0,0
52,35778.0,35.0,24537.0,24,1,0,1115.0,good,own,business,salaried,0,0
24,40364.0,32.0,30719.0,13,7,3,2194.0,poor,own,medical,student,0,1
20,31870.0,0.0,20674.0,25,0,3,713.0,excellent,rent,home_renovation,self_employed,0,0
31,30398.0,14.0,25513.0,21,3,1,521.0,excellent,own,business,salaried,0,0
61,61818.0,12.0,41908.0,6,4,1,2206.0,poor,own,home_renovation,salaried,0,1
61,63894.0,16.0,19828.0,13,2,1,389.0,excellent,rent,home_renovation,salaried,0,0
66,20150.0,23.0,5548.0,25,0,3,427.0,average,rent,education,salaried,0,0
29,8000.0,7.0,5134.0,23,4,0,122.0,good,own,education,unemployed,0,1
69,64141.0,26.0,13722.0,26,6,1,572.0,excellent,rent,personal,self_employed,0,0
65,22882.0,22.0,2947.0,28,4,2,89.0,poor,with_parents,personal,salaried,0,0
41,48829.0,7.0,24531.0,9,7,0,481.0,excellent,own,home_renovation,salaried,1,0
34,16818.0,7.0,12587.0,16,5,2,274.0,good,rent,medical,unemployed,0,1
49,68360.0,25.0,9309.0,13,1,0,266.0,excellent,own,personal,salaried,0,0
29,90786.0,12.0,65648.0,7,7,1,5471.0,excellent,own,education,salaried,1,0
34,48291.0,38.0,35727.0,3,2,4,1152.0,excellent,rent,personal,student,0,0
26,43306.0,36.0,19918.0,25,0,1,443.0,excellent,own,home_renovation,unemployed,0,0
22,39201.0,27.0,3870.0,15,7,3,76.0,excellent,own,business,unemployed,1,0
58,59072.0,24.0,11720.0,23,1,3,199.0,average,own,medical,salaried,0,0
22,55218.0,15.0,35964.0,12,5,0,705.0,good,rent,medical,salaried,1,0
43,63063.0,1.0,41307.0,21,7,3,2582.0,good,rent,car,salaried,0,0
21,33698.0,17.0,27417.0,26,5,1,1443.0,good,own,personal,salaried,0,0
50,51122.0,16.0,27876.0,24,7,2,1072.0,poor,rent,medical,self_employed,3,1
21,35236.0,29.0,5479.0,26,1,1,421.0,poor,own,education,salaried,0,0
45,25961.0,38.0,3977.0,19,3,0,497.0,average,rent,business,self_employed,0,0
47,44262.0,12.0,29344.0,17,4,3,889.0,average,own,education,salaried,0,0
50,,31.0,5856.0,13,0,2,172.0,good,rent,personal,salaried,0,0
68,66127.0,28.0,21764.0,17,0,4,777.0,good,with_parents,home_renovation,student,0,0
69,29485.0,29.0,13685.0,4,0,2,595.0,good,with_parents,car,salaried,0,0
37,51544.0,17.0,3662.0,25,1,2,92.0,good,own,car,salaried,0,0
39,34138.0,12.0,8927.0,8,6,1,496.0,good,rent,business,salaried,0,0
23,49987.0,20.0,19830.0,27,3,4,1166.0,good,own,medical,salaried,0,0
36,35568.0,29.0,10233.0,2,2,0,197.0,poor,with_parents,medical,salaried,0,0
46,22370.0,20.0,3712.0,7,5,0,67.0,average,own,medical,salaried,0,0
60,53708.0,16.0,35920.0,19,1,2,3592.0,good,own,car,self_employed,2,1
40,40763.0,39.0,30213.0,21,6,2,687.0,average,own,home_renovation,unemployed,0,1
39,50148.0,18.0,13483.0,9,2,3,843.0,excellent,own,medical,salaried,0,0
24,37281.0,14.0,26405.0,21,5,4,1650.0,excellent,rent,education,salaried,1,0
19,21097.0,8.0,7969.0,18,5,2,153.0,good,with_parents,medical,self_employed,1,0
23,64497.0,9.0,31003.0,29,3,3,660.0,good,rent,home_renovation,salaried,0,0
59,58262.0,30.0,45305.0,20,4,4,871.0,excellent,rent,business,self_employed,1,0
30,34795.0,22.0,23920.0,27,0,0,664.0,average,rent,business,self_employed,0,1
44,46256.0,29.0,33968.0,2,7,3,944.0,good,own,car,salaried,1,1
64,63756.0,32.0,10604.0,10,2,4,589.0,good,own,home_renovation,unemployed,0,0
52,36773.0,8.0,4018.0,10,1,3,211.0,excellent,own,education,student,0,0
67,39566.0,0.0,32024.0,16,2,2,593.0,excellent,own,home_renovation,unemployed,0,1
32,49385.0,34.0,18749.0,15,4,1,375.0,average,own,education,salaried,1,0
44,36736.0,10.0,10826.0,6,0,0,230.0,good,own,education,salaried,0,0
63,60428.0,33.0,40245.0,3,2,2,1342.0,poor,own,home_renovation,student,0,1
45,41960.0,15.0,31930.0,29,4,2,840.0,poor,own,personal,salaried,0,0
27,30887.0,8.0,24188.0,22,1,4,637.0,good,with_parents,home_renovation,unemployed,2,1
44,55955.0,31.0,17827.0,18,3,3,891.0,excellent,own,education,salaried,1,0
65,24442.0,14.0,18927.0,11,6,0,901.0,average,rent,medical,salaried,0,1
40,81268.0,11.0,6891.0,14,5,2,141.0,poor,rent,business,self_employed,0,0
65,73485.0,32.0,6776.0,10,1,4,158.0,good,rent,business,self_employed,0,0
48,54243.0,13.0,31460.0,4,0,0,2860.0,average,own,car,self_employed,0,1
61,52728.0,7.0,5465.0,4,5,3,112.0,average,own,business,student,2,1
66,51884.0,7.0,16910.0,14,6,2,564.0,good,own,personal,salaried,0,0
35,36196.0,26.0,22508.0,28,1,2,1125.0,good,own,education,salaried,0,0
44,50352.0,11.0,16952.0,17,7,2,1884.0,average,own,home_renovation,student,0,0
54,28384.0,0.0,5752.0,10,1,0,639.0,average,rent,home_renovation,salaried,0,0
19,54069.0,39.0,15634.0,25,1,0,447.0,excellent,rent,personal,self_employed,0,0
26,60621.0,10.0,26609.0,11,7,0,682.0,good,rent,business,salaried,0,0
67,38194.0,38.0,17343.0,1,1,0,542.0,excellent,own,education,salaried,0,0
53,34288.0,30.0,24535.0,19,5,4,682.0,excellent,own,business,salaried,0,0
33,23175.0,16.0,15936.0,14,0,1,431.0,poor,rent,car,salaried,0,1
65,71243.0,32.0,31225.0,19,6,4,637.0,excellent,own,business,unemployed,0,0
40,35718.0,31.0,27461.0,3,4,2,624.0,excellent,rent,car,self_employed,0,0
32,41423.0,28.0,6093.0,21,2,4,107.0,good,rent,home_renovation,self_employed,1,0
44,50403.0,20.0,13460.0,17,7,3,961.0,good,own,education,salaried,0,0
46,50080.0,20.0,37749.0,5,3,0,821.0,good,own,medical,salaried,0,0
41,58438.0,39.0,21698.0,22,7,3,1669.0,excellent,own,car,salaried,0,0
32,38172.0,22.0,33744.0,26,6,3,1776.0,excellent,own,business,salaried,0,0
42,24504.0,5.0,10937.0,25,2,2,288.0,excellent,own,business,salaried,0,0
20,21354.0,21.0,15442.0,18,2,0,552.0,good,own,home_renovation,salaried,0,0
63,34573.0,37.0,13551.0,10,3,3,521.0,excellent,own,personal,salaried,0,0
44,27867.0,36.0,11459.0,27,6,2,674.0,poor,rent,medical,salaried,0,0
32,39535.0,7.0,14843.0,23,5,0,2120.0,good,rent,personal,salaried,0,0
69,68536.0,34.0,45317.0,1,0,1,2518.0,excellent,own,business,salaried,1,0
25,38209.0,10.0,19693.0,26,3,2,2188.0,average,with_parents,personal,salaried,1,1
21,38202.0,23.0,32556.0,7,0,4,1302.0,good,with_parents,medical,salaried,0,0
65,44705.0,20.0,11769.0,28,5,0,214.0,average,with_parents,medical,student,0,0
41,37699.0,1.0,5107.0,10,2,3,91.0,excellent,rent,education,salaried,0,0
64,43787.0,39.0,16826.0,4,0,3,317.0,good,own,personal,unemployed,0,0
61,54736.0,18.0,31430.0,17,5,4,1654.0,average,own,education,salaried,0,0
65,60926.0,38.0,47625.0,22,5,4,1361.0,poor,rent,business,unemployed,1,1
63,63058.0,27.0,21709.0,29,4,3,638.0,excellent,rent,business,salaried,0,0
